id,translate,translate_description,source
11561,жадность,"нежелание что‑либо отдавать, например деньги",AI
11562,гель,плотная желеобразная масса,AI
11563,нехватка денег,дефицит денег,AI
11564,источник денег,возможность получать деньги,AI
11565,банкнота,"бумажные деньги, используемые как средство платежа",AI
11566,сопровождение,сопровождение для защиты или чести,AI
11567,жандарм,полицейский в сельской местности,AI
11568,товарищ (жен.),"женщина, сопровождающая другого в делах или жизни",AI
11569,генотерапия,"терапия, при которой изменяют генетические последовательности",AI
11570,книга по истории,"книга о прошлых событиях, часто учебник",AI
11571,безвкусие,"свойство иметь мало вкуса, быть без вкуса",AI
11572,законодательный процесс,процедура принятия закона,AI
11573,гестапо,"полиция нацистской Германии, занимавшаяся преследованием противников режима",AI
11574,профилактика,меры по профилактике здоровья,AI
11575,акт насилия,насильственное действие,AI
11576,гудвилл,"стоимость компании, нематериальный актив",AI
11577,надгробие,памятник на могиле с данными о покойном,AI
11578,проведение границы,определение линии границы,AI
11579,греческий язык,"индоевропейский язык, используемый в Греции",AI
11580,вводный курс,базовый курс,AI
11581,основное правило,"определяющее правило, на котором строятся другие",AI
11582,гимназист,ученик гимназии,AI
11583,приятель,"друг, собутыльник",AI
11584,облик,внешний вид организма или группы,AI
11585,поворот через фордевинд,маневр парусника по смене направления,AI
11586,движение руки,"движение, выполняемое рукой или руками",AI
11587,торговая система,система торговли,AI
11588,ремесленное предприятие,предприятие определенного ремесла,AI
11589,удар,сильный удар предметом,AI
11590,главный отдел,важнейший отдел организации,AI
11591,главный актер,"одна из важнейших фигур в фильме, пьесе или романе",AI
11592,главный аргумент,ключевой аргумент,AI
11593,главный пункт,самый важный населенный пункт региона,AI
11594,скупка краденого,торговля краденными предметами,AI
11595,святыня,святое место для почитания Бога,AI
11596,житель интерната,"человек, живущий в учреждении",AI
11597,пристанище,"место, где можно быть своим",AI
11598,ТЭЦ,"электростанция, производящая и тепло, и электричество",AI
11599,гелий,химический элемент №2,AI
11600,препятствие,"затруднение, помеха",AI
11601,издательница,"женщина, ответственная за выпуск произведения",AI
11602,приют,место проживания для путешественников,AI
11603,Господь Бог,обозначение христианского Бога,AI
11604,операция на сердце,хирургическое вмешательство на сердце,AI
11605,сердечная недостаточность,"остановка, прерывание или сильное снижение работы сердца",AI
11606,склока,"ненужная, нервирующая ссора",AI
11607,предложение помощи,"предложение, как помочь с проблемой",AI
11608,пакет помощи,"посылка, поддерживающая получателя",AI
11609,Гималаи,высокогорье в Азии между Индией и Тибетом,AI
11610,Царство Небесное,небо как Божье царство,AI
11611,пастух,сторож стада,AI
11612,пастух,владелец и сторож стада,AI
11613,высокое уважение,большой почет,AI
11614,глянец,"сильный блеск, полированная поверхность",AI
11615,высокомерие,преувеличенная оценка себя и презрение к другим,AI
11616,порода собак,порода домашних собак,AI
11617,ура,"клич «ура», выражающий радость или призыв к атаке",AI
11618,повелительное наклонение,"грамматическая категория, выражающая просьбы или приказы",AI
11619,имплант,"искусственное устройство, хирургически внедренное в тело",AI
11620,индивидуализм,"установка, подчеркивающая развитие возможностей личности",AI
11621,промышленное предприятие,"предприятие, выпускающее продукцию в большом масштабе",AI
11622,индустриальная нация,высокоразвитая нация с развитой промышленностью,AI
11623,информатор,"человек или организация, передающие конфиденциальные сведения",AI
11624,информационный вечер,вечер с информацией,AI
11625,информационные материалы,материалы с информацией,AI
11626,информационная политика,способ публично предоставлять и сообщать информацию,AI
11627,информационный центр,"место с персоналом для справок, ориентации и помощи",AI
11628,ингредиент,составная часть вещества,AI
11629,внутреннее оснащение,обстановка и оснащение внутренних помещений,AI
11630,инквизиция,церковный суд против отступников,AI
11631,сантехник,"мастер, устанавливающий газ, электричество и воду",AI
11632,Интерсити,"тип поезда с большим комфортом, высокой скоростью и меньшим числом остановок",AI
11633,терапевт,врач-специалист по внутренним болезням,AI
11634,интервьюер,"человек, проводящий интервью",AI
11635,годовой бюджет,бюджет на один год,AI
11636,стон,выражение причитаний,AI
11637,скуловая кость,"сокр. от «скуловая кость», часть черепа",AI
11638,юбилярша,"женщина, отмечающая юбилей",AI
11639,подростковая банда,"банда, состоящая из молодежи",AI
11640,молодежный хор,хор из молодых певцов,AI
11641,изразцовая печь,"печь с облицовкой изразцами, аккумулирующая тепло",AI
11642,боевая мощь,боеспособность войскового соединения,AI
11643,судья,судья на спортивном соревновании,AI
11644,караван,"группа путешественников и торговцев, идущих через пустыни",AI
11645,картотека,упорядоченная по принципу коллекция данных на карточках,AI
11646,продажа билетов,продажа входных билетов,AI
11647,казначей,"человек, отвечающий за кассу",AI
11648,кассета,закрывающийся ящичек для хранения денег или ценностей,AI
11649,ключевой пункт,самый важный пункт,AI
11650,свечной свет,"свет, исходящий от свечи",AI
11651,место в детсаду,возможность устроить ребенка в детский сад,AI
11652,группа детей,"совокупность детей, выступающих вместе",AI
11653,церковное руководство,руководство церкви,AI
11654,церковный совет,орган церкви,AI
11655,вишня,косточковый плод,AI
11656,халат,рабочий халат для защиты одежды,AI
11657,сплетни,"разговор о пустяках и слухах, часто о отсутствующих",AI
11658,поползень,европейская птица Sitta europaea,AI
11659,малое поле,небольшое игровое поле,AI
11660,садовый участок,"небольшой сад, обычно не рядом с домом",AI
11661,мелкий конфликт,конфликт по незначительному поводу,AI
11662,малая сцена,малые сценические формы,AI
11663,клубный дом,здание для встреч членов клуба,AI
11664,этикет,свод правил поведения и этикета,AI
11665,коалиционное правительство,правительство из представителей нескольких партий,AI
11666,коалиционное соглашение,соглашение между партнерами коалиции,AI
11667,кастрюля,"емкость, в которой готовят пищу",AI
11668,коллекта,сбор пожертвований для церковных или благотворительных целей,AI
11669,средство коммуникации,средство естественной и невербальной коммуникации,AI
11670,система коммуникации,система общения; совокупность средств обмена информацией,AI
11671,заговор,согласованный заговор,AI
11672,компрессор,аппарат для сжатия газов,AI
11673,Константинополь,историческое название Стамбула,AI
11674,конституция,"телосложение, физическое состояние",AI
11675,конвергенция,сближение различных состояний к общему,AI
11676,верхушка концерна,высшее руководство концерна,AI
11677,выстрел в голову,"выстрел, попадающий в голову",AI
11678,корсет,"одежда, утягивающая талию",AI
11679,смета,предложение ожидаемых расходов,AI
11680,судорога,непроизвольное сильное мышечное напряжение,AI
11681,рак,"болезнь, вызванная раком",AI
11682,кредитное учреждение,"организация, проводящая финансовые операции",AI
11683,районный комитет,комитет округа,AI
11684,управление района,орган безопасности и порядка города Мюнхена,AI
11685,крестовый поход,религиозно мотивированные походы в Средневековье,AI
11686,сотрудник уголовной полиции,"полицейский, занимающийся расследованием преступлений",AI
11687,детективный роман,"жанр, описывающий преступление и его расследование",AI
11688,кризисный саммит,встреча для обсуждения мер по преодолению кризиса,AI
11689,кризисная ситуация,ситуация с угрозой или опасностью,AI
11690,культурный круг,область с общими культурными представлениями,AI
11691,культурная жизнь,совокупность культурных активностей,AI
11692,отдел культуры,подразделение по культуре,AI
11693,хитрый прием,эффективный способ быстро достичь цели,AI
11694,мир искусства,сообщество художников и искусствоведов,AI
11695,рассказ,короткая литературная история,AI
11696,короткая программа,"короткая программа, например в спорте",AI
11697,кучер,"человек, управляющий экипажем",AI
11698,конверт,бумажная оболочка для письма,AI
11699,закрытие магазинов,конец времени работы магазинов,AI
11700,ландман,должность в швейцарском правительстве или общине,AI
11701,сельскохозяйственный рабочий,работник в сельском хозяйстве,AI
11702,земельный закон,"закон, принятый парламентом земли",AI
11703,земельный князь,правитель земли,AI
11704,ландграф,дворянский титул выше графа,AI
11705,ландсгемайнде,швейцарское народное собрание,AI
11706,сфера жизни,совокупность условий жизни человека,AI
11707,форма жизни,способ организации жизни,AI
11708,совместное проживание,долговременное совместное проживание людей,AI
11709,планирование жизни,совокупность решений о жизни,AI
11710,образ жизни,способ ведения личной и нравственной жизни,AI
11711,лакомство,"то, что особенно любят есть",AI
11712,подготовка учителей,обучение учителей,AI
11713,преподавательский состав,совокупность учителей,AI
11714,учебное занятие,занятие в рамках учебы,AI
11715,период ученичества,время обучения профессии,AI
11716,жилетка,разновидность безрукавной одежды,AI
11717,история страданий,религ.: история страданий Христа,AI
11718,путь страданий,череда болезненных событий,AI
11719,трактирщик,"человек, продающий еду и напитки за деньги для немедленного употребления",AI
11720,доминирующая культура,"культура (язык, обычаи, ценности), задающая направление в регионе или стране",AI
11721,лектор,"преподаватель, отвечающий за определенные навыки или знания",AI
11722,летаргия,"болезненная сонливость, нарколепсия",AI
11723,буква,буква,AI
11724,лексикон,алфавитно упорядоченный справочник,AI
11725,Либерия,государство в Западной Африке,AI
11726,либретто,текст музыкального произведения,AI
11727,световой луч,прямолинейно распространяющийся свет,AI
11728,любовная песня,песня о любви,AI
11729,вечер песен,вечернее выступление с песнями,AI
11730,шезлонг,складное кресло-лежак,AI
11731,лимес,пограничный вал Римской империи,AI
11732,регулярный рейс,полет по постоянному маршруту,AI
11733,пустые слова,заявление без намерения выполнить,AI
11734,литературная премия,награда за достижения в литературе,AI
11735,лавр,род растений Laurus,AI
11736,любовник,мужской любовный партнер,AI
11737,воздушный шарик,"резиновая оболочка, наполняемая воздухом или гелием",AI
11738,ланч,легкий обед,AI
11739,властная позиция,позиция с властью и влиянием,AI
11740,центр власти,"лицо или учреждение, принимающее ключевые решения",AI
11741,служанка,"женщина, выполняющая простую работу",AI
11742,папка,двустворчатая папка для переноски,AI
11743,марксизм,теория общества и экономики по Марксу и Энгельсу,AI
11744,медалист,"человек, завоевавший медаль",AI
11745,медиапредприниматель,предприниматель в медиасфере,AI
11746,разногласие,различие в оценке или мнении,AI
11747,образ человека,представление о людях,AI
11748,комиссия по правам человека,комиссия для защиты прав человека,AI
11749,Меран,город в Южном Тироле,AI
11750,метаморфоза,изменение формы или состояния,AI
11751,арендная плата,плата за аренду,AI
11752,метис,результат смешения пород или видов,AI
11753,утрата доверия,потеря кредита доверия,AI
11754,ближний,"человек, живущий вместе с другими",AI
11755,пилотный эксперимент,испытание в модельном масштабе,AI
11756,модельер,"человек, создающий одежду",AI
11757,монокультура,выращивание одного вида растений на большой площади,AI
11758,монопольное положение,состояние обладания монополией,AI
11759,губная гармошка,"инструмент, играемый дыханием",AI
11760,музыкальный инструмент,устройство для получения звука,AI
11761,мистика,форма религиозности с опытом соединения с божественным,AI
11762,пупок,рубец на животе после отпадения пуповины,AI
11763,Найроби,столица Кении,AI
11764,табличка с именем,небольшая табличка с надписью на предмете для пояснения,AI
11765,именины,день памяти святого покровителя имени,AI
11766,национальное государство,"государство, жители которого принадлежат одной нации",AI
11767,стихийная сила,"процесс в природе с высокой, угрожающей энергией",AI
11768,побочный продукт,"то, что образуется дополнительно при производстве",AI
11769,ньютон-метр,"единица крутящего момента, равная джоулю",AI
11770,некурящий,"человек, не вдыхающий табачный дым",AI
11771,номинация,"номинирование, назначение",AI
11772,концепция использования,концепция использования,AI
11773,оби,"широкий пояс, который носят с кимоно",AI
11774,обол,мелкая монета в Древней Греции,AI
11775,оптимум,лучший достижимый результат при данных условиях,AI
11776,оракул,"древнее место, где медиум давал предсказания или ответы на вопросы",AI
11777,оргазм,пик сексуального удовольствия,AI
11778,парламентарий,женщина-член парламента,AI
11779,исключение из партии,исключение из партии как санкция,AI
11780,партийный билет,"документ, подтверждающий членство в партии",AI
11781,предвзятость,одностороннее принятие стороны в конфликте,AI
11782,страна-партнер,страна в партнерстве,AI
11783,патентное ведомство,"орган, выдающий права на интеллектуальную собственность",AI
11784,пат,"позиция в шахматах, когда нет допустимого хода и нет мата; ничья",AI
11785,руководитель персонала,начальник по кадровым вопросам,AI
11786,круг лиц,круг людей,AI
11787,пассажирский поезд,поезд для перевозки пассажиров,AI
11788,конный спорт,совокупность видов спорта с участием лошадей,AI
11789,персик,плод персикового дерева,AI
11790,защита растений,защита растений,AI
11791,нуждающийся в уходе,"человек, не способный обходиться без помощи",AI
11792,пират,"разбойник, нападающий на суда или самолеты",AI
11793,поэт,создатель поэтических произведений,AI
11794,погром,насильственные выступления против группы людей,AI
11795,политическая апатия,негативное отношение к политике,AI
11796,популист,сторонник или представитель популизма,AI
11797,портер,темное солодовое пиво,AI
11798,почтальон,"человек, доставляющий почту",AI
11799,почтовый индекс,буквенно-цифровой код адреса,AI
11800,стажер,"человек, проходящий стажировку",AI
11801,ценовое преимущество,выгода по цене,AI
11802,частная квартира,"квартира, используемая частным образом",AI
11803,пробный запуск,тест для проверки работоспособности,AI
11804,проектная неделя,неделя с проектной работой,AI
11805,промоутер,"человек, организующий спортивные соревнования",AI
11806,психоаналитик,"врач или психолог, применяющий психоанализ",AI
11807,квадратура,метод вычисления площадей с помощью интегралов,AI
11808,кисть,широкая кисть для побелки,AI
11809,дебош,шум и разгул,AI
11810,интрига,"козни, интриги",AI
11811,буйство,дикое поведение без самоконтроля,AI
11812,драка,столкновение с рукоприкладством,AI
11813,реалист,"человек, ориентированный на реальность",AI
11814,юридический отдел,"отдел, занимающийся правовыми вопросами",AI
11815,правовая позиция,толкование правовых норм,AI
11816,правая партия,партия правой ориентации,AI
11817,редактор,составитель и издатель научных текстов,AI
11818,курс реформ,ориентация на реформы,AI
11819,реформаторский проект,замысел реформ,AI
11820,правительственная фракция,фракция правительства,AI
11821,отчет о поездке,сообщение о путешествии,AI
11822,реминисценция,воспоминание,AI
11823,депо,здание для хранения техники и экипажей,AI
11824,шкала Рихтера,шкала силы землетрясений,AI
11825,венчурный капитал,капитал для молодых компаний,AI
11826,щель,узкий продолговатый зазор,AI
11827,рокировка,специальный ход в шахматах,AI
11828,стопорная стойка,вертикальная стойка для крепления груза,AI
11829,камыш,растение Juncus (ситник),AI
11830,сбор,организованный сбор предметов,AI
11831,зона санации,"территория, подлежащая санации",AI
11832,концепция санации,план мер по санации,AI
11833,шахматист,"человек, играющий в шахматы",AI
11834,тень,незаметное существование,AI
11835,сокровищница,место хранения сокровищ,AI
11836,казначей,"женщина, отвечающая за финансы",AI
11837,костер,куча дров для сожжения,AI
11838,трактир,небольшое питейное заведение,AI
11839,боевой клич,"клич, призывающий к битве",AI
11840,страна лентяев,сказочная страна изобилия,AI
11841,слизистая,защитная оболочка внутренних органов,AI
11842,буксирный трос,толстый трос для буксировки,AI
11843,щель,узкая продольная щель,AI
11844,слесарь,мастер по обработке металла,AI
11845,последний день,последний день,AI
11846,грязь,грубое загрязнение,AI
11847,метель,"снег, переносимый ветром",AI
11848,порез,рана от режущего предмета,AI
11849,сеновал,легкая постройка для хранения сена,AI
11850,молодняк,молодая поросль деревьев,AI
11851,сапожник,"человек, который делает или чинит обувь",AI
11852,обслуживание долга,выплаты процентов и погашение,AI
11853,школьный друг,друг по школьным годам,AI
11854,плата за обучение,платеж за обучение в школе,AI
11855,школьный проект,проект в школе,AI
11856,школьный советник,чиновник школьного надзора,AI
11857,школьный спорт,спорт в школе,AI
11858,классная комната,учебный класс (швейц.),AI
11859,негодяй,морально порочный человек,AI
11860,охранные войска,"войска, предназначенные для защиты",AI
11861,защитный вал,вал для защиты от нападений,AI
11862,слабое место,уязвимый пункт,AI
11863,обязанность молчания,запрет разглашать информацию,AI
11864,поросенок,маленькая свинья,AI
11865,тяжелый металл,металл с высокой плотностью,AI
11866,уныние,депрессивное настроение,AI
11867,одна шестая,шестая часть,AI
11868,мореплаватель,"человек, ходящий в море",AI
11869,наблюдатель,"человек, который наблюдает",AI
11870,саможалость,жалость к самому себе,AI
11871,самоответственность,личная ответственность,AI
11872,булочка,небольшая пшеничная выпечка,AI
11873,Зендлинг,район Мюнхена,AI
11874,сыворотка,кровяная сыворотка,AI
11875,сексуальное преступление,преступление с сексуальным насилием,AI
11876,акционер,держатель акций,AI
11877,ремень безопасности,"ремень, удерживающий человека при аварии",AI
11878,система безопасности,комплекс защиты,AI
11879,логотип,фирменный знак,AI
11880,скат,карточная игра на троих,AI
11881,лыжная школа,место обучения катанию на лыжах,AI
11882,лыжная авария,несчастный случай при катании на лыжах,AI
11883,слипы,короткие трусы без штанин,AI
11884,трущобы,бедный городской район с плохими условиями,AI
11885,смокинг,мужской вечерний костюм,AI
11886,разработчик ПО,"компания, создающая программы",AI
11887,сообщество солидарности,"сообщество, основанное на солидарности",AI
11888,летний месяц,"месяц, приходящийся на лето",AI
11889,летний сон,переживание во сне в летнюю ночь,AI
11890,спецследователь,следователь по особому делу,AI
11891,спецшкола,школа для детей с особыми потребностями,AI
11892,особое положение,особый статус,AI
11893,подсолнечник,высокое растение с крупным желтым цветком,AI
11894,советская республика,республика в составе СССР,AI
11895,социсследования,исследования в социальной сфере,AI
11896,социальная выплата,денежная или натуральная помощь государства,AI
11897,социолог,ученый в области социальных наук,AI
11898,экспедитор,"человек, организующий перевозки",AI
11899,воробей,птица семейства воробьиных,AI
11900,запретная зона,территория с ограниченным доступом,AI
11901,комендантский час,время закрытия заведений,AI
11902,специалист,женщина-специалист,AI
11903,спецификация,точное описание характеристик,AI
11904,казино,заведение азартных игр,AI
11905,стукач,тайный информатор,AI
11906,максимальная ставка налога,высший процент налогообложения,AI
11907,спортивное ведомство,орган по вопросам спорта,AI
11908,спорттовар,товар для занятий спортом,AI
11909,спрей,"жидкость, распыляемая мелкими каплями",AI
11910,граффитчик,"человек, создающий граффити краской",AI
11911,боеголовка,часть боеприпаса со взрывчаткой,AI
11912,конкурист,всадник по прыжкам,AI
11913,Спутник,первый советский спутник,AI
11914,госархив,учреждение хранения документов,AI
11915,госслужащий,лицо с государственными полномочиями,AI
11916,враг государства,"человек, действующий против государства",AI
11917,чемпион страны,победитель национального первенства,AI
11918,национальное первенство,чемпионат страны,AI
11919,государственная премия,премия государства,AI
11920,госпредприятие,предприятие государства,AI
11921,прыжок с шестом,спорт с использованием шеста,AI
11922,обновление города,модернизация города,AI
11923,городской чемпионат,чемпионат на уровне города,AI
11924,план города,карта города,AI
11925,главный офис,основной офис компании,AI
11926,статуя,трехмерное изображение,AI
11927,преимущество места,условие конкурентоспособности,AI
11928,стартовый капитал,начальные средства,AI
11929,наместник,управляющий провинцией,AI
11930,ориентировка,описание разыскиваемого лица,AI
11931,крутой склон,резко обрывающийся склон,AI
11932,степь,обширная сухая равнина,AI
11933,стерео,стереофония,AI
11934,стереотип,упрощенное шаблонное мнение,AI
11935,Штеттин,немецкое название города Щецин,AI
11936,налоговый следователь,сотрудник по борьбе с уклонением,AI
11937,стилевое направление,конкретный стиль,AI
11938,сокращение,сжатие,AI
11939,заключенная,"женщина, отбывающая наказание",AI
11940,уголовная коллегия,орган судопроизводства,AI
11941,радиационная защита,меры защиты от излучения,AI
11942,контактный зоопарк,"зоопарк или его зона, где можно гладить животных",AI
11943,спорный вопрос,"вопрос, по которому нет согласия",AI
11944,упрямство,качество быть упрямым,AI
11945,султан,исламский титул правителя,AI
11946,симфонический оркестр,большой оркестр для классической музыки,AI
11947,синтез,построение сложного соединения из простых,AI
11948,систематика,планомерное изложение по классам и категориям,AI
11949,поднос,переносная плита с бортиком для подачи еды и напитков,AI
11950,ежедневная газета,ежедневная газета,AI
11951,талер,крупная серебряная монета с XVI века,AI
11952,танцевальный номер,короткое танцевальное выступление,AI
11953,танцевальный театр,театральная форма с танцем,AI
11954,книга в мягкой обложке,малый формат с мягкой обложкой,AI
11955,носовой платок,ткань для вытирания носа,AI
11956,пригодность,соответствие для функции или деятельности,AI
11957,технопарк,парк для технологических компаний,AI
11958,составная республика,относительно самостоятельная часть федерации,AI
11959,телефония,техника передачи речи на расстоянии,AI
11960,телекоммуникационная компания,компания в сфере телекоммуникаций,AI
11961,телевидение,средство передачи изображения и звука,AI
11962,теннисный турнир,соревнование по теннису,AI
11963,термин,слово специального языка области,AI
11964,театральный вечер,событие вечернего спектакля,AI
11965,тематический парк,парк развлечений с темами,AI
11966,тинг,германское народное и судебное собрание,AI
11967,Того,государство в Западной Африке,AI
11968,турист‑лыжник,"человек, совершающий горные походы, часто на лыжах",AI
11969,туристика,"организованные путешествия, трафик туристов",AI
11970,спортивный костюм,двухчастная спортивная одежда,AI
11971,тренировочная программа,план регулярных упражнений или тренировочных сессий,AI
11972,пункт повестки,предмет обсуждения на собрании,AI
11973,трансплантация,изъятие и пересадка органа другому живому существу,AI
11974,теплица,сооружение для выращивания растений,AI
11975,парниковый газ,"газ, ответственный за парниковый эффект",AI
11976,пьяница,"человек, регулярно пьющий алкоголь в больших количествах",AI
11977,тролль,сказочное злое существо-гигант или карлик,AI
11978,Тунис,столица Туниса,AI
11979,строительство туннелей,строительство туннелей,AI
11980,тюрбан,головной убор из намотанного платка,AI
11981,накидка,верхняя одежда без рукавов,AI
11982,контур,внешняя линия границы объекта,AI
11983,экологическая осознанность,внимание к важности сохранения природы,AI
11984,неузнаваемость,"состояние, когда что‑то нельзя распознать",AI
11985,руководство компании,управление компанией,AI
11986,предприятие,деятельность с определенной целью,AI
11987,сбор подписей,акция по сбору подписей,AI
11988,следственный судья,судья по расследованиям,AI
11989,подводная часть,область под поверхностью воды,AI
11990,поиск причин,исследование причин явлений,AI
11991,формула приговора,краткая часть приговора с решением,AI
11992,первобытность,ранний этап развития Земли,AI
11993,неистовство,"бурная, темпераментная напористость",AI
11994,бархат,самт,AI
11995,обеднение,потеря финансовых и иных средств,AI
11996,озлобление,"действие, делающее человека озлобленным",AI
11997,расширение,увеличение ширины,AI
11998,касса клуба,хранилище денег клуба,AI
11999,манера поведения,"то, как человек себя ведет",AI
12000,транспортная доступность,связь с транспортом,AI
